"School ID","School Short Name","School Long Name","Principal Name","Principal Email","Principal 2 Name","Principal 2 Email","Asst. Principal 1 Name","Asst. Principal 1 Email","Asst. Principal 2 Name","Asst. Principal 2 Email","Asst. Principal 3 Name","Asst. Principal 3 Email","Asst. Principal 4 Name","Asst. Principal 4 Email","Asst. Principal 5 Name","Asst. Principal 5 Email","Asst. Principal 6 Name","Asst. Principal 6 Email","PHONE","FAX","Website URL","School Hours","School Address","Delivery Address","Governance","Category","Network","Mail Run GSR","NCES ID","CPS Legacy Unit","ISBE ID","ISBE Name","Primary Grade Category","Secondary Grade Category","Current Grades Served","Grade Served at Maturity","Replication"
"609894","DRAKE","John B Drake Elementary School","Ms.Sydney J Golliday","SJStewart@cps.edu","","","Mrs.Willona S Abner-Adkins","WSAbner@cps.edu","","","","","","","","","","","(773)534-9129","(773)534-9133","http://www.drake.cps.edu","09:00 AM-04:00 PM","2710 S DEARBORN ST Chicago IL 60616","2710 S DEARBORN ST Chicago IL 60616","District","ES","Network 9","39","{170993000728}","3100","{150162990252169}","Drake Elem School","Elementary","","PK,K,1,2,3,4,5,6,7,8","PK,K,1,2,3,4,5,6,7,8",""
"609896","DRUMMOND","Thomas Drummond Elementary School","Ms.Erica Fay Kittle","efkittle@cps.edu","","","Ms.Iysha D Jones","IDJones@cps.edu","","","","","","","","","","","(773)534-4120","(773)534-4199","http://www.drummondschool.org","08:30 AM-03:30 PM","1845 W CORTLAND ST Chicago IL 60622","1845 W CORTLAND ST Chicago IL 60622","District","ES","Network 6","35","{170993000729}","3120","{150162990252172}","Drummond Elem School","Elementary","","PK,K,1,2,3,4,5,6,7,8","PK,K,1,2,3,4,5,6,7,8",""
"610364","DUBOIS","William E B Dubois Elementary School","Vanessa Ann Williams-Johnson","VAWilliamsjohnson@cps.edu","","","Venus Deshawn Deloach","DDVenus@cps.edu","","","","","","","","","","","(773)535-5582","(773)535-5587","http://www.dubois.cps.edu","8:15 am-3:15 pm","330 E 133RD ST Chicago IL 60827","","District","ES","Network 13","48","{170993000731}","8010","{150162990252173}","Dubois Elem School","Elementary","","PK,K,1,2,3,4,5,6,7,8","PK,K,1,2,3,4,5,6,7,8",""
"610263","DULLES","John Foster Dulles Elementary School","Jolene Roise Galpin","JRMcmahon@cps.edu","","","Mrs.Kahinde Lynn Longmire","KLThompson@cps.edu","","","","","","","","","","","(773)535-0690","(773)535-0689","http://auslchicago.org/schools/pages/dulles","08:30 AM-03:30 PM","6311 S CALUMET AVE Chicago IL 60637","","District","ES","AUSL","46","{170993000682}","6860","{150162990252175}","Dulles Elem School","Elementary","","PK,K,1,2,3,4,5,6,7,8","PK,K,1,2,3,4,5,6,7,8",""
"609676","DUNBAR HS","Paul Laurence Dunbar Career Academy High School","Gerald J Morrow","GJMorrow@cps.edu","","","Adrienne Reshelle Alexander","ARAlexander@cps.edu","","","","","","","","","","","(773)534-9000","(773)534-9250","http://dunbar.cps.edu","8:00 am-3:16 pm","3000 S KING DR Chicago IL 60616","3000 S DR MARTIN LUTHER KING JR DR Chicago IL 60616","District","HS","Network 9","42","{170993000588}","1030","{150162990250531}","Dunbar Vocational Career Acad HS","High","","9,10,11,12","9,10,11,12",""
"610188","DUNNE","Dunne Technology Academy","Chandra R Byrd-Wright","CRByrd-wright@cps.edu","","","Benita Parker-Owens","BParker-owens@cps.edu","","","","","","","","","","","(773)535-5517","(773)535-5018","","08:45 AM-03:45 PM","10845 S UNION AVE Chicago IL 60628","10845 S UNION AVE Chicago IL 60628","District","ES","Network 13","49","{170993000734}","6050","{150162990252177}","Dunne Technology Acad Elem Sch","Elementary","","PK,K,1,2,3,4,5,6,7,8","PK,K,1,2,3,4,5,6,7,8",""
"610352","DURKIN PARK","Durkin Park Elementary School","Daniel Joseph Redmond","DJRedmond@cps.edu","","","Catherine Marin-Rios","CMarin-rios@cps.edu","","","","","","","","","","","(773)535-2322","(773)535-2299","http://durkinpark.com/","07:45 AM-02:45 PM","8445 S KOLIN AVE Chicago IL 60652","","District","ES","Network 10","44","{170993005690}","7870","{150162990252933}","Durkin Park Elem School","Elementary","","PK,K,1,2,3,4,5,6,7,8","PK,K,1,2,3,4,5,6,7,8",""
"610254","DVORAK","Dvorak Technology Academy","Mrs.LaShawn K Whitney","lkjohnson2@cps.edu","","","Patricia Elizabeth Baggett-Hopkins","PEBaggett-hopkins@cps.edu","","","","","","","","","","","(773)534-1690","(773)534-1676","http://auslchicago.org/schools/pages/dvorak","08:30 AM-03:30 PM","3615 W 16TH ST Chicago IL 60623","","District","ES","AUSL","36","{170993000737}","6760","{150162990252179}","Dvorak Technology Acad Elem Sch","Elementary","","PK,K,1,2,3,4,5,6,7,8","PK,K,1,2,3,4,5,6,7,8",""
"610587","DYETT ARTS HS","Walter Henri Dyett High School for the Arts","Beulah A Mcloyd","bamcloyd@cps.edu","","","","","","","","","","","","","","","(773)535-1825","(773)535-1037","","","555 E 51ST Chicago IL 60615-2452","555 E 51ST Chicago IL 60615-2452","District","HS","Network 9","46","","9682","","","High","None","9","9,10,11,12",""
"610316","EARHART","Amelia Earhart Options for Knowledge ES","Dr.Brenda J DeMar-Williams","BJWilliams1@cps.edu","","","Robert R Cain","RRCain@cps.edu","","","","","","","","","","","(773)535-6416","(773)535-6077","http://www.earhart.cps.edu","08:15 AM-03:15 PM","1710 E 93RD ST Chicago IL 60617","","District","ES","Network 12","47","{170993000859}","7450","{150162990252743}","Earhart Elem Opt for Knowl School","Elementary","","K,1,2,3,4,5,6,7,8","K,1,2,3,4,5,6,7,8",""
"609897","EARLE","Charles W Earle Elementary School","Cederrall Petties","CPetties@cps.edu","","","Elwanda Denise Butler","EDButler@cps.edu","","","","","","","","","","","(773)535-9130","(773)535-9140","http://earlestemelementary.org/","09:00 AM-04:00 PM","2040 W 62ND ST Chicago IL 60636","2040 W 62ND ST Chicago IL 60636","District","ES","Network 11","43","{170993000738}","3130","{150162990252180}","Earle Elem School","Elementary","","PK,K,1,2,3,4,5,6,7,8","PK,K,1,2,3,4,5,6,7,8",""
"609898","EBERHART","John F Eberhart Elementary School","Nneka Hawanya Gunn","NHGunn@cps.edu","","","Erika Deneea Foreman","EDForeman@cps.edu","Robert Angel Gomez","rgomez@cps.edu","","","","","","","","","(773)535-9190","(773)535-9494","http://www.eberhartelem.org","08:30 AM-03:30 PM","3400 W 65TH PL Chicago IL 60629","3400 W 65TH PL Chicago IL 60629","District","ES","Network 10","44","{170993000739}","3140","{150162990252181}","Eberhart Elem School","Elementary","","PK,K,1,2,3,4,5,6,7,8","PK,K,1,2,3,4,5,6,7,8",""
"609899","EBINGER","Christian Ebinger Elementary School","Serena Decicco Peterson","SDPeterson@cps.edu","","","Mrs.Kiersten Emilie Nanavati","kefreer@cps.edu","","","","","","","","","","","(773)534-1070","(773)534-1088","http://ebingerschool.org","8:30 AM-3:30 PM","7350 W PRATT AVE Chicago IL 60631","7350 W PRATT AVE Chicago IL 60631","District","ES","ISP","30","{170993000741}","3150","{150162990252182}","Ebinger Elem School","Elementary","","K,1,2,3,4,5,6,7,8","K,1,2,3,4,5,6,7,8",""
"609901","EDGEBROOK","Edgebrook Elementary School","Chad P Weiden","CPWeiden@cps.edu","","","Mary Katherine Clancy","MKClancy1@cps.edu","","","","","","","","","","","(773)534-1194","(773)534-1170","http://www.edgebrookschool.org/","08:30 AM-03:30 PM","6525 N HIAWATHA AVE Chicago IL 60646","6525 N HIAWATHA AVE Chicago IL 60646","District","ES","ISP","30","{170993000743}","3170","{150162990252183}","Edgebrook Elem School","Elementary","","K,1,2,3,4,5,6,7,8","K,1,2,3,4,5,6,7,8",""
"609794","EDISON","Thomas A Edison Regional Gifted Center ES","Karen Elizabeth Valentine","KEValentine1@cps.edu","","","","","","","","","","","","","","","(773)534-0540","(773)534-0539","http://www.edisongifted.net/","7:45  AM - 2:45  PM","4929 N SAWYER AVE Chicago IL 60625","4929 N SAWYER AVE Chicago IL 60625","District","ES","Network 1","31","{170993004944}","2220","{150162990252184}","Edison Elem Regional Gifted Cntr","Elementary","","K,1,2,3,4,5,6,7,8","K,1,2,3,4,5,6,7,8",""
"610523","EDISON PARK","Edison Park Elementary School","Mrs.Jennifer Ann Farrell-Rottman","JAFarrell@cps.edu","","","Miss.Amber Whitfield","awhitfield1@cps.edu","","","","","","","","","","","(773)534-0960","(773)534-0969","http://www.edisonparkelementary.net","07:45 AM-02:45 PM","6220 N OLCOTT AVE Chicago IL 60631","","District","ES","Network 1","30","{170993005985}","2085","{150162990252953}","Edison Park Elem School","Elementary","","PK,K,1,2,3,4,5,6,7,8","PK,K,1,2,3,4,5,6,7,8",""
"609903","EDWARDS","Richard Edwards Elementary School","Judith Marie Sauri","JMSauri@cps.edu","","","Veronica M Iturralde","VMIturralde1@cps.edu","Jason Christopher Mcginnis","JCMcginnis1@cps.edu","","","","","","","","","(773)535-4875","(773)535-4470","http://edwardsib.org/","08:30 AM-03:30 PM","4815 S KARLOV AVE Chicago IL 60632","4815 S KARLOV AVE Chicago IL 60632","District","ES","ISP","44","{170993000744}","3200","{150162990252185}","Edwards Elem School","Elementary","","PK,K,1,2,3,4,5,6,7,8","PK,K,1,2,3,4,5,6,7,8",""
"609904","ELLINGTON","Edward K Ellington Elementary School","Shirley Marie Scott","SMScott3@cps.edu","","","Michael Torris Johnson","MTJohnson2@cps.edu","","","","","","","","","","","(773)534-6361","(773)534-6374","http://ellingtoncps.weebly.com","08:15 AM-03:15 PM","243 N PARKSIDE AVE Chicago IL 60644","243 N PARKSIDE AVE Chicago IL 60644","District","ES","Network 3","36","{170993000748}","3220","{150162990252187}","Ellington Elem School","Elementary","","PK,K,1,2,3,4,5,6,7,8","PK,K,1,2,3,4,5,6,7,8",""
"400094","EPIC HS","EPIC Academy Charter High School","Mr. Matthew King","mking@epicacademy.org","","","","","","","","","","","","","","","(773)535-7930","(773)553-7934","http://www.epicacademy.org","8:10 AM-3:50 PM","8255 S HOUSTON AVE Chicago IL 60617","8255 S HOUSTON AVE Chicago IL 60617","Charter","HS","Charter","47","{170993006088}","8058","{15016299025015C}","EPIC Academy High School","High","","9,10,11,12","9,10,11,12",""
"609907","ERICSON","Leif Ericson Elementary Scholastic Academy","Leavelle Abram","LAbram@cps.edu","","","Barbara Sheila Luster","BSLuster@cps.edu","","","","","","","","","","","(773)534-6660","(773)534-6636","http://www.leifericsonelementary.org","08:45 AM-03:45 PM","3600 W 5TH AVE Chicago IL 60624","3600 W FIFTH AVE Chicago IL 60624","District","ES","Network 5","34","{170993000752}","3240","{150162990252190}","Ericson Elem Scholastic Academy","Elementary","","PK,K,1,2,3,4,5,6,7,8","PK,K,1,2,3,4,5,6,7,8",""
"400039","ERIE","Erie Elementary Charter School","Ms. Eleanor Nicholson","enicholson@eriecharterschool.org","","","","","","","","","","","","","","","(773)486-7161","(773)486-7234","http://www.eriecharterschool.org","8:00 am-3:30 pm","1405 N WASHTENAW AVE Chicago IL 60622","1405 N WASHTENAW AVE Chicago IL 60622","Charter","ES","Charter","35","{170993005797}","5780","{15016299025219C}","Erie Elem Charter School  ","Elementary","","K,1,2,3,4,5,6,7,8","K,1,2,3,4,5,6,7,8",""
"609908","ESMOND","Esmond Elementary School","Angela Rene Tucker","ARTucker@cps.edu","","","Edwin B Mason","EBMason@cps.edu","","","","","","","","","","","(773)535-2650","(773)535-2676","http://www.esmond.cps.edu","07:45 AM-02:45 PM","1865 W MONTVALE AVE Chicago IL 60643","1865 W MONTVALE AVE Chicago IL 60643","District","ES","Network 10","49","{170993000753}","3250","{150162990252191}","Esmond Elem School","Elementary","","PK,K,1,2,3,4,5,6,7,8","PK,K,1,2,3,4,5,6,7,8",""
"609909","EVERETT","Edward Everett Elementary School","Rodolfo Rojas","RMRojas@cps.edu","","","","","","","","","","","","","","","(773)535-4550","(773)535-4615","","08:15 AM-03:15 PM","3419 S BELL AVE Chicago IL 60608","3419 S BELL AVE Chicago IL 60608","District","ES","Network 8","37","{170993000755}","3260","{150162990252192}","Everett Elem School","Elementary","","PK,K,1,2,3,4,5","PK,K,1,2,3,4,5",""
"610319","EVERGREEN","Evergreen Academy Middle School","Marian Laura Strok","MLStrok@cps.edu","","","Debra Lynn Polak","DLPolak@cps.edu","","","","","","","","","","","(773)535-4836","(773)535-4853","http://www.evergreenacademyms.com","08:00 AM-03:00 PM","3537 S PAULINA ST Chicago IL 60609","","District","MS","Network 8","39","{170993005489}","7490","{150162990252873}","Evergreen Academy Elem School","Elementary","Middle","6,7,8","6,7,8",""
"610362","EVERS","Medgar Evers Elementary School","Caroline Ellis","CEllis@cps.edu","","","Terri Laverne Thomas","TLThomas1@cps.edu","","","","","","","","","","","(773)535-2565","(773)535-2570","http://www.evers.cps.edu","08:45 AM-03:45 PM","9811 S LOWE AVE Chicago IL 60628","","District","ES","Network 11","49","{170993000757}","7990","{150162990252193}","Evers Elem School","Elementary","","PK,K,1,2,3,4,5,6,7,8","PK,K,1,2,3,4,5,6,7,8",""
"610057","FAIRFIELD","Fairfield Elementary Academy","Ms.Claudia Lopez","crenteria5@cps.edu","","","Mr.Jeffrey Heredia","jheredia13@cps.edu","","","","","","","","","","","(773)535-9500","(773)535-0438","http://fairfieldacademy.org/","7:45 AM-2:45 PM","6201 S FAIRFIELD AVE Chicago IL 60629","6201 S FAIRFIELD AVE Chicago IL 60629","District","ES","Network 10","43","{170993002631}","4660","{150162990252913}","Fairfield Elem Academy","Elementary","","PK,K,1,2,3,4,5,6,7,8","PK,K,1,2,3,4,5,6,7,8",""
"609910","FALCONER","Laughlin Falconer Elementary School","James Nash Cosme","JNCosme@cps.edu","","","Vivian Teresita Moritz","VTMoritz@cps.edu","","","","","","","","","","","(773)534-3560","(773)534-3636","http://www.falconerelementary.com","07:45 AM-02:45 PM","3020 N LAMON AVE Chicago IL 60641","3020 N LAMON AVE Chicago IL 60641","District","ES","Network 3","29","{170993000759}","3270","{150162990252194}","Falconer Elem School","Elementary","","PK,K,1,2,3,4,5,6","PK,K,1,2,3,4,5,6",""
"610055","FARADAY","Michael Faraday Elementary School","Tawana Williette Wilks-Williams","TWWilliams@cps.edu","","","","","","","","","","","","","","","(773)534-6670","(773)534-6659","http://faradayelementary.org/","08:45 AM-03:45 PM","3250 W MONROE ST Chicago IL 60624","3250 W MONROE ST Chicago IL 60624","District","ES","Network 5","34","{170993000762}","4640","{150162990252195}","Faraday Elem School","Elementary","","PK,K,1,2,3,4,5,6,7,8","PK,K,1,2,3,4,5,6,7,8",""
"609912","FARNSWORTH","James B Farnsworth Elementary School","Barbara Ellen Oken","BEOken@cps.edu","","","Julie Marie Walsh","JMWalsh5@cps.edu","","","","","","","","","","","(773)534-3535","(773)534-3515","http://www.farnsworthschool.com","07:45 AM-02:45 PM","5414 N LINDER AVE Chicago IL 60630","5414 N LINDER AVE Chicago IL 60630","District","ES","Network 1","30","{170993000764}","3280","{150162990252198}","Farnsworth Elem School","Elementary","","PK,K,1,2,3,4,5,6,7,8","PK,K,1,2,3,4,5,6,7,8",""
"609704","FARRAGUT HS","David G Farragut Career Academy High School","Tonya Hammaker","THammaker@cps.edu","","","Cecily A Langford","calangford@cps.edu","Ernesto Saldivar Jr","ESaldivar@cps.edu","","","","","","","","","(773)534-1300","(773)534-1336","http://www.farragutcareeracademy.org","9:00  AM - 4:08  PM","2345 S CHRISTIANA AVE Chicago IL 60623","2345 S CHRISTIANA AVE Chicago IL 60623","District","HS","Network 7","37","{170993000788}","1300","{150162990250011}","Farragut Career Academy HS","High","","PK,9,10,11,12","PK,9,10,11,12",""
"609705","FENGER HS","Christian Fenger Academy High School","Richard C Smith Jr","RCSmith2@cps.edu","","","Mescha Moriah Robertson","MMRobertson@cps.edu","","","","","","","","","","","(773)535-5430","(773)535-5444","http://www.fengerhighschool.org","9:00  AM - 4:10  PM","11220 S WALLACE ST Chicago IL 60628","11220 S WALLACE ST Chicago IL 60628","District","HS","Network 13","48","{170993000792}","1310","{150162990250012}","Fenger Academy High School","High","","9,10,11,12","9,10,11,12",""
"609917","FERNWOOD","Fernwood Elementary School","Robert Lee Towner","RLTowner@cps.edu","","","Ms.Katrina Reed","kreed23@cps.edu","","","","","","","","","","","(773)535-2700","(773)535-2711","","08:30 AM-03:30 PM","10041 S UNION AVE Chicago IL 60628","10041 S UNION AVE Chicago IL 60628","District","ES","Network 13","49","{170993000770}","3330","{150162990252202}","Fernwood Elem School","Elementary","","PK,K,1,2,3,4,5,6,7,8","PK,K,1,2,3,4,5,6,7,8",""
"609918","FIELD","Eugene Field Elementary School","Adrian Shericee Dobbins","ASDobbins@cps.edu","","","Cynthia Williams","CWilson5@cps.edu","","","","","","","","","","","(773)534-2030","(773)534-2189","http://www.eugenefield.org","08:45 AM-03:45 PM","7019 N ASHLAND AVE Chicago IL 60626","7019 N ASHLAND BLVD Chicago IL 60626","District","ES","Network 2","32","{170993000771}","3350","{150162990252203}","Field Elem School","Elementary","","5,6,7,8","5,6,7,8",""
"609967","FINKL","William F Finkl Elementary School","Denise Sharon Lynch","DSLynch@cps.edu","","","Mr.Thomas Peri","tperi@cps.edu","","","","","","","","","","","(773)535-5850","(773)535-4409","http://www.finklacademy.org/","07:45 AM-02:45 PM","2332 S WESTERN AVE Chicago IL 60608","2332 S WESTERN AVE Chicago IL 60608","District","ES","Network 7","37","{170993001351}","3760","{150162990252893}","Finkl Elem School","Elementary","","PK,K,1,2,3,4,5,6,7,8","PK,K,1,2,3,4,5,6,7,8",""
"609919","FISKE","John Fiske Elementary School","Cynthia J Miller","CJMiller1@cps.edu","","","Dana M Turner","DMTurner1@cps.edu","","","","","","","","","","","(773)535-0990","(773)535-0580","http://fiskeelementary.org/","08:15 AM-03:15 PM","6020 S LANGLEY AVE Chicago IL 60637","6020 S LANGLEY AVE Chicago IL 60637","District","ES","Network 9","46","{170993000773}","3360","{150162990252204}","Fiske Elem School","Elementary","","PK,K,1,2,3,4,5,6,7,8","PK,K,1,2,3,4,5,6,7,8",""
"609708","FOREMAN HS","Edwin G. Foreman College and Career Academy","Wayne K Issa","WKIssa@cps.edu","","","Ms.Emilia Alexandra Herrera","eaherrera1@cps.edu","","","","","","","","","","","(773)534-3400","(773)534-3684","http://www.foremanhs.org","9:00  AM - 4:15  PM","3235 N LECLAIRE AVE Chicago IL 60641","3235 N LECLAIRE AVE Chicago IL 60641","District","HS","Network 3","29","{170993000799}","1330","{150162990250013}","Foreman High School","High","","9,10,11,12","9,10,11,12",""
"609924","FORT DEARBORN","Fort Dearborn Elementary School","Sean Willie Clayton","SWClayton@cps.edu","","","","","","","","","","","","","","","(773)535-2680","(773)535-2891","http://fortdearbornelementary.org","08:00 AM-03:00 PM","9025 S THROOP ST Chicago IL 60620","9025 S THROOP ST Chicago IL 60620","District","ES","Network 11","49","{170993000774}","3400","{150162990252206}","Fort Dearborn Elem School","Elementary","","PK,K,1,2,3,4,5,6,7,8","PK,K,1,2,3,4,5,6,7,8",""
"609927","FOSTER PARK","Foster Park Elementary School","John Webb","JWebb1@cps.edu","","","Kimberly Adrian Harper-Young","KAHarper@cps.edu","","","","","","","","","","","(773)535-2725","(773)535-2740","http://fosterpark.cps.edu/","08:45 AM-03:45 PM","8530 S WOOD ST Chicago IL 60620","8530 S WOOD ST Chicago IL 60620","District","ES","Network 11","43","{170993001186}","3430","{150162990252618}","Foster Park Elem School","Elementary","","PK,K,1,2,3,4,5,6,7,8","PK,K,1,2,3,4,5,6,7,8",""
"400171","FOUNDATIONS","Foundations College Preparatory Charter School","Ms. Sarah Hunko-Baker","sarah.baker@foundationscollegeprep.org","","","","","","","","","","","","","","","(773)298-5800","-","http://foundationscollegeprep.org","8:15 AM - 4:00 PM","1233 W 109TH PL Chicago IL 60643","1233 W 109TH PL Chicago IL 60643","Charter","HS","Charter","49","{170993006329}","9646","{15016299025242C}","Foundations College Prep Charter","High","","6,7,8","6,7,8",""
"609926","FRANKLIN","Franklin Elementary Fine Arts Center","Kurt Douglas Jones","KDJones1@cps.edu","","","Mrs.Rebeka Eden Barrera","REThomas@cps.edu","","","","","","","","","","","(773)534-8510","(773)534-8022","http://www.franklinfineartscenter.org","8:15-3:15","225 W EVERGREEN AVE Chicago IL 60610","225 W EVERGREEN AVE Chicago IL 60610","District","ES","Network 4","33","{170993000777}","3420","{150162990252207}","Franklin Elem Fine Arts Center","Elementary","","K,1,2,3,4,5,6,7,8","K,1,2,3,4,5,6,7,8",""
"400040","FRAZIER CHARTER","Frazier Preparatory Academy Charter School","Ms. Tiffany Brown","tbrown@frazierprep.org","","","","","","","","","","","","","","","(773)521-1303","(773)521-1365","http://www.frazierprepacademy.org","8:00 am-3:30 pm","3711 W DOUGLAS BLVD Chicago IL 60623","3711 W DOUGLAS BLVD STE 309 Chicago IL 60623","Charter","ES","Charter","36","{170993006306}","6650","{15016299025238C}","Frazier Prep Acad Charter ES","Elementary","","K,1,2,3,4,5,6,7,8","K,1,2,3,4,5,6,7,8",""
"610503","FRAZIER PROSPECTIVE","Frazier Prospective IB Magnet ES","Ms.Charlette E. Broxton","cebelvin-bro@cps.edu","","","","","","","","","","","","","","","(773)534-6880","(773)534-6616","http://fraziermagnet.org/pages/Frazier_International_Magnet","7:45  AM - 2:45  PM","4027 W GRENSHAW ST Chicago IL 60624","","District","ES","Network 5","36","{170993005930}","5850","{150162990252945}","Frazier Perspectives Magnet ES","Elementary","","K,1,2,3,4,5,6,7,8","K,1,2,3,4,5,6,7,8",""
"609928","FULLER","Melville W Fuller Elementary School","Marilyn L McCottrell","MLJackson5@cps.edu","","","","","","","","","","","","","","","(773)535-1687","(773)535-1689","http://fuller.auslchicago.org","08:45 AM-03:45 PM","4214 S ST LAWRENCE AVE Chicago IL 60653","4214 S ST LAWRENCE AVE Chicago IL 60653","District","ES","AUSL","42","{170993000778}","3440","{150162990252209}","Fuller Elem School","Elementary","","PK,K,1,2,3,4,5,6,7,8","PK,K,1,2,3,4,5,6,7,8",""
"609929","FULTON","Robert Fulton Elementary School","Lissette Rua","LRua@cps.edu","","","Michael J Cox","MJCox@cps.edu","","","","","","","","","","","(773)535-9000","(773)535-9464","http://www.fultones.org","8:00 AM-3:00 PM","5300 S HERMITAGE AVE Chicago IL 60609","5300 S HERMITAGE AVE Chicago IL 60609","District","ES","Network 11","43","{170993000780}","3450","{150162990252210}","Fulton Elem School","Elementary","","PK,K,1,2,3,4,5,6,7,8","PK,K,1,2,3,4,5,6,7,8",""
"609930","FUNSTON","Frederick Funston Elementary School","Julie Elizabeth Hallums","jehallums@cps.edu","","","Mr.Matthew P Glanzman","mpglanzman@cps.edu","","","","","","","","","","","(773)534-4125","(773)534-4551","http://funston.cps.edu","08:45 AM-03:45 PM","2010 N CENTRAL PARK AVE Chicago IL 60647","2010 N CENTRAL PARK AVE Chicago IL 60647","District","ES","Network 4","35","{170993000781}","3460","{150162990252211}","Funston Elem School","Elementary","","PK,K,1,2,3,4,5,6,7,8","PK,K,1,2,3,4,5,6,7,8",""
"609709","GAGE PARK HS","Gage Park High School","Brian Lamont Metcalf","BLMetcalf@cps.edu","","","Ms.Natasha Patterson","npatterson5@cps.edu","","","","","","","","","","","(773)535-9230","(773)535-9411","http://www.gageparkhs.org","9:00  AM - 4:15  PM","5630 S ROCKWELL ST Chicago IL 60629","5630 S ROCKWELL ST Chicago IL 60629","District","HS","Network 8","43","{170993000809}","1340","{150162990250015}","Gage Park High School","High","","9,10,11,12","9,10,11,12",""
"609933","GALE","Stephen F Gale Elementary Community Academy","Augustine B Emuwa","abemuwa@cps.edu","","","Mrs.Melinda A. Jean-Baptiste","MPolk3@cps.edu","","","","","","","","","","","(773)534-2100","(773)534-2188","http://www.galemathscience.org","08:15 AM-03:15 PM","1631 W JONQUIL TER Chicago IL 60626","1631 W JONQUIL TER Chicago IL 60626","District","ES","Network 2","32","{170993000782}","3480","{150162990252212}","Gale Elem Community Academy","Elementary","","PK,K,1,2,3,4,5,6,7,8","PK,K,1,2,3,4,5,6,7,8",""
"610009","GALILEO","Galileo Math & Science Scholastic Academy ES","Jodilyn Pinkerton","jpinkerton@cps.edu","","","Meredith A Bawden","mabawden@cps.edu","","","","","","","","","","","(773)534-7070","(773)534-7109","http://www.galileoscholasticacademy.org","07:45 AM-02:45 PM","820 S CARPENTER ST Chicago IL 60607","820 S CARPENTER ST Chicago IL 60607","District","ES","Network 6","38","{170993005548}","4160","{150162990252878}","Galileo Elem Math & Sci Schol Acd","Elementary","","K,1,2,3,4,5,6,7,8","K,1,2,3,4,5,6,7,8",""
"609935","GALLISTEL","Matthew Gallistel Elementary Language Academy","Kimberly Joyce Nelson","kjnelson1@cps.edu","","","Josephine Mounts","JMounts@cps.edu","","","","","","","","","","","(773)535-6540","(773)535-6569","http://gallistel.cps.edu/","8:00 AM-3:00 PM","10347 S EWING AVE Chicago IL 60617","10347 S EWING AVE Chicago IL 60617","District","ES","Network 13","47","{170993000783}","3490","{150162990252213}","Gallistel Elem Language Academy","Elementary","","PK,K,1,2,3,4,5,6,7,8","PK,K,1,2,3,4,5,6,7,8",""
"610128","GARVEY","Marcus Moziah Garvey Elementary School","Michelle Lynn Miller","MLVanAllen@cps.edu","","","Sabrina Anderson","SAnderson@cps.edu","","","","","","","","","","","(773)535-2763","(773)535-2761","http://marcusgarveyschoolchicago.weebly.com/","08:00 AM-03:00 PM","10309 S MORGAN ST Chicago IL 60643","10309 S MORGAN ST Chicago IL 60643","District","ES","Network 13","49","{170993000712}","5420","{150162990252773}","Garvey  M Elem School","Elementary","","PK,K,1,2,3,4,5,6,7,8","PK,K,1,2,3,4,5,6,7,8",""
"609937","GARVY","John W Garvy Elementary School","Julie Ann Mcglade","JAMcglade@cps.edu","","","Heather Ann Chron-Bernard","HAChron@cps.edu","","","","","","","","","","","(773)534-1185","(773)534-1124","http://www.garvyschool.org","08:30 AM-03:30 PM","5225 N OAK PARK AVE Chicago IL 60656","5225 N OAK PARK AVE Chicago IL 60656","District","ES","Network 1","30","{170993000784}","3510","{150162990252214}","Garvy  J Elem School","Elementary","","K,1,2,3,4,5,6,7,8","K,1,2,3,4,5,6,7,8",""
"609938","GARY","Joseph E Gary Elementary School","Alberto Juarez","ajuarez1@cps.edu","","","Bertha Arredondo","BArredondo@cps.edu","Angelica Guerrero","AGuerrero3@cps.edu","","","","","","","","","(773)534-1455","(773)534-1435","http://www.gary.cps.edu","07:45 AM-02:45 PM","3740 W 31ST ST Chicago IL 60623","3740 W 31ST ST Chicago IL 60623","District","ES","Network 7","37","{170993000785}","3520","{150162990252215}","Gary Elem School","Elementary","","PK,3,4,5,6,7,8","PK,3,4,5,6,7,8",""
"609939","GILLESPIE","Frank L Gillespie Elementary School","Michelle Renee Willis","MRWillis@cps.edu","","","","","","","","","","","","","","","(773)535-5065","(773)535-5048","http://gillespietech.org","08:00 AM-03:00 PM","9301 S STATE ST Chicago IL 60619","9301 S STATE ST Chicago IL 60619","District","ES","Network 12","48","{170993000816}","3530","{150162990252236}","Gillespie Elem School","Elementary","","PK,K,1,2,3,4,5,6,7,8","PK,K,1,2,3,4,5,6,7,8",""
"400009","GLOBAL CITIZENSHIP","Academy for Global Citizenship Charter School","Dr. Jennifer Moore","jmoore@agcchicago.org","","","","","","","","","","","","","","","(773)582-1100","(773)582-1101","http://www.agcchicago.org","8:00 AM-4:00 PM","4647 W 47TH ST Chicago IL 60632","4647 W 47TH ST Chicago IL 60632","Charter","ES","Charter","44","{170993006035}","2025","{15016299025229C}","Academy for Global Citizenship","Elementary","","K,1,2,3,4,5,6,7,8","K,1,2,3,4,5,6,7,8",""
